id,junctionId,name
c4bb44b5-0d92-4705-9c83-1f614332257f,699e0587-7686-473c-9e72-70f1de3361a1,1
b6773fa0-8064-42ff-8c6e-f5dda8505f3f,699e0587-7686-473c-9e72-70f1de3361a1,1 Tronco Sud
b6773fa0-8064-42ff-8c6e-f5dda8505f3f,699e0587-7686-473c-9e72-70f1de3361a1,1 Tronco Nord
26320a3f-db39-4072-8fe9-fd1ec40fc4e1,699e0587-7686-473c-9e72-70f1de3361a1,2
c339965c-b82f-44f8-adce-c6e475a6fdc1,699e0587-7686-473c-9e72-70f1de3361a1,3
fe912af5-acce-48c9-b633-b2356d70dc1b,699e0587-7686-473c-9e72-70f1de3361a1,4
aba50b24-ea18-415a-8e02-9237b5d2a9d5,699e0587-7686-473c-9e72-70f1de3361a1,5
374cfa32-726d-42f5-bfe2-eb5f195d2f6e,471b7e58-d61e-4425-bfac-6f00e709de35,1
