id,name,latitude,longitude,stationDataId
bbf88b8f-97cf-4c84-b43b-198cccf5a9fb,Trento,46.072193,11.118837,d475b9f0-b2ce-4220-898d-c017eed947d2
1ef67fd5-9fb3-4315-9125-5394ef91a75e,Trento Santa Chiara,46.05428,11.135312,6fdf3c23-cd1d-46ce-8363-6d9104a8dd9f
